countries	var_analyzed	2021/5	2021/6	2021/7	2021/8	2021/9	2021/10	2021/11	2021/12	2022/1	2022/2	2022/3	2022/4	2022/5	2022/6	2022/7	2022/8	2022/9	2022/10	2022/11
Switzerland	deaths_million	1225,563	1232,771	1234,83	1246,958	1268,467	1285,285	1318,236	1397,751	1453,926	1498,889	1551,861	1568,794	1578,862	1582,409	1589,274	1598,77	1602,774	1609,181	1617,419
Switzerland	cases_million	79485,419	80430,906	82108,275	89201,829	96146,192	99829,632	116087,794	152464,896	254052,556	320572,084	400149,946	414119,331	420456,289	430151,876	451835,948	462790,964	469535,223	484186,951	496309,981
Switzerland	icu_million	28,145	14,873	4,805	31,577	33,637	20,022	26,429	38,213	35,238	24,484	18,649	13,043	6,636	6,178	7,208	5,949	4,691	8,695	7,437
Switzerland	rep_rate	0,878	0,695	1,417	1,394	1,016	1,084	1,456	1,262	1,303	0,922	1,032	0,926	1,115	1,163	1,165	1,239	1,065	0,733	1,071
Switzerland	excess_mortality	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Switzerland	vacc_hundred	21,67	37,12	50,12	53,97	58,14	63,53	65,42	66,71	67,74	68,42	NA	NA	NA	NA	NA	68,73	NA	NA	68,77
Syria	deaths_million	79,999	84,79	86,508	90,982	101,558	115,615	124,247	130,936	135,095	138,982	141,965	142,371	142,371	142,371	142,371	142,959	142,959	142,959	142,959
Syria	cases_million	1107,107	1153,208	1173,456	1261,681	1545,972	1950,08	2177,151	2272,427	2323,229	2466,64	2517,261	2522,594	2526,164	2527,746	2543,475	2578,186	2589,893	2592,514	2594,277
Syria	icu_million	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Syria	rep_rate	0,799	0,941	0,807	1,464	1,245	1,019	0,875	0,794	1,041	1,181	0,605	0,684	0,788	1,021	1,428	1,010	0,789	0,763	0,992
Syria	excess_mortality	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Syria	vacc_hundred	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Taiwan	deaths_million	5,19	27,12	32,938	34,947	35,24	35,449	35,491	35,575	35,617	35,7	35,7	36,202	94,378	278,361	373,618	414,926	462,596	537,01	599,915
Taiwan	cases_million	356,207	619,585	655,997	669,432	678,974	686,884	694,794	712,707	786,41	857,517	979,099	4850,001	85085,561	157670,471	192027,328	222154,649	270426,188	322797,396	347935,722
Taiwan	icu_million	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Taiwan	rep_rate	1,775	0,816	0,665	0,824	0,972	0,955	1,098	1,223	1,258	1,032	1,262	1,898	1,648	0,934	0,874	1,025	1,090	0,961	0,858
Taiwan	excess_mortality	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Taiwan	vacc_hundred	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Tajikistan	deaths_million	9,143	9,143	12,258	12,559	12,559	12,559	12,559	12,559	12,559	12,559	12,559	12,559	12,559	12,559	12,559	12,559	12,559	12,559	12,559
Tajikistan	cases_million	1377,905	1397,096	1555,544	1733,383	1756,694	1756,894	1757,598	1757,598	1778,999	1787,037	1787,037	1787,037	1787,037	1787,037	1787,037	1787,037	1787,037	1787,037	1787,037
Tajikistan	icu_million	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Tajikistan	rep_rate	0,001	0,688	1,356	0,888	0,299	-0,001	0,002	0,000	0,325	0,399	0,001	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000
Tajikistan	excess_mortality	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Tajikistan	vacc_hundred	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Tanzania	deaths_million	0,321	0,321	0,321	0,763	0,763	11,069	11,145	11,252	12,046	12,184	12,214	12,26	12,825	12,84	12,84	12,84	12,901	12,901	12,901
Tanzania	cases_million	7,771	7,771	15,527	20,871	394,609	399,311	401,082	447,435	507,346	513,3	516,277	517,148	539,774	546,095	572,691	591,043	602,158	609,487	620,724
Tanzania	icu_million	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Tanzania	rep_rate	0,004	0,010	0,017	0,036	0,075	0,163	0,255	0,323	0,438	0,435	0,341	0,202	0,124	0,113	0,166	0,305	0,415	0,441	0,488
Tanzania	excess_mortality	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Tanzania	vacc_hundred	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Thailand	deaths_million	14,38	28,216	67,743	161,639	233,301	267,863	289,705	302,635	309,26	319,86	350,503	397,869	418,692	427,465	438,01	450,897	457,076	459,643	462,781
Thailand	cases_million	2228,712	3616,622	8330,708	16803,054	22364,582	26668,108	29511,295	31011,538	34039,656	40335,384	50606,661	59290,453	62073,106	63083,72	64051,25	64897,017	65304,412	65448,295	65654,664
Thailand	icu_million	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Thailand	rep_rate	1,189	1,083	1,261	1,051	0,920	0,933	0,899	0,902	1,193	1,203	1,059	0,897	0,723	0,819	0,998	0,943	0,738	0,432	0,473
Thailand	excess_mortality	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Thailand	vacc_hundred	NA	NA	5,42	NA	NA	NA	NA	64,6	67,94	69,3	70,05	71,42	73,22	73,78	74,17	74,45	74,6	NA	NA
Timor	deaths_million	11,929	17,148	19,384	49,952	87,229	90,957	90,957	90,957	90,957	95,43	96,921	96,921	97,667	99,158	99,158	102,885	102,885	102,885	102,885
Timor	cases_million	5214,352	6875,43	8124,966	12437,206	14536,665	14754,365	14778,968	14789,405	14870,67	16918,686	17020,826	17046,92	17084,198	17115,51	17146,823	17274,312	17339,174	17371,978	17403,291
Timor	icu_million	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Timor	rep_rate	1,164	0,838	1,047	1,267	0,695	0,525	0,635	0,569	1,098	1,228	0,503	0,793	0,906	0,882	1,045	1,059	0,783	0,616	0,879
Timor	excess_mortality	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Timor	vacc_hundred	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Togo	deaths_million	14,126	14,578	17,178	20,907	25,88	27,349	27,462	28,027	30,287	30,739	30,739	30,852	30,852	31,078	31,53	31,869	32,208	32,773	32,773
Togo	cases_million	1521,805	1572,773	1785,347	2402,726	2873,755	2947,213	2968,233	3408,749	4123,883	4158,577	4174,512	4179,71	4192,141	4226,949	4303,909	4349,905	4413,417	4441,217	4444,495
Togo	icu_million	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Togo	rep_rate	0,805	1,121	1,346	1,225	0,835	0,667	0,974	1,727	0,894	0,610	0,831	0,920	1,245	1,294	1,136	0,982	1,084	0,705	0,656
Togo	excess_mortality	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Togo	vacc_hundred	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Trinidad and Tobago	deaths_million	323,309	553,218	698,87	843,216	967,968	1107,742	1409,497	1873,886	2223,321	2369,626	2449,311	2500,91	2558,387	2619,783	2647,215	2706,652	2747,8	2775,232	2786,989
Trinidad and Tobago	cases_million	15616,152	21418,732	25349,386	29291,797	33120,559	37444,409	46609,403	60023,788	72858,176	83450,955	90043,193	96579,26	105538,512	109139,325	112021,674	117009,124	119644,582	120645,207	121078,899
Trinidad and Tobago	icu_million	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Trinidad and Tobago	rep_rate	1,269	0,875	0,972	1,011	1,018	1,063	1,199	1,021	1,036	0,944	0,887	1,092	0,997	0,809	1,078	1,071	0,660	0,715	0,637
Trinidad and Tobago	excess_mortality	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Trinidad and Tobago	vacc_hundred	NA	NA	NA	26,07	NA	39,31	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Tunisia	deaths_million	1024,108	1210,656	1593,219	1897,927	2014,387	2042,794	2053,477	2069,34	2127,529	2248,603	2292,225	2310,597	2317,961	2322,008	2350,334	2365,954	2367,168	2367,815	2368,706
Tunisia	cases_million	27959,757	33999,6	47714,427	53741,321	57234,005	57683,741	58074,236	58813,465	73632,604	80788,332	83835,73	84184,464	84406,378	85154,591	91346,909	92574,56	92722,179	92759,893	92834,35
Tunisia	icu_million	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Tunisia	rep_rate	1,009	1,178	1,038	0,908	0,797	0,676	0,821	1,319	1,484	0,919	0,845	0,874	0,828	0,491	0,483	0,657	0,705	0,845	0,834
Tunisia	excess_mortality	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Tunisia	vacc_hundred	NA	4,48	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Turkey	deaths_million	556,905	582,743	601,491	664,509	750,563	827,396	900,409	965,078	1024,311	1106,675	1148,718	1157,365	1159,639	1160,424	1164,044	1176,453	1185,113	1185,863	1185,863
Turkey	cases_million	61510,748	63575,963	67107,584	74856,311	83828,983	94127,848	103063,738	111113,327	136157,864	165095,5	174131,037	176141,003	176617,373	177210,099	186187,751	195355,1	197721,423	198258,619	198258,619
Turkey	icu_million	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Turkey	rep_rate	0,672	0,884	1,231	1,074	1,068	1,002	0,967	1,047	1,239	0,969	0,680	0,623	0,774	0,310	-0,016	0,133	0,577	0,237	0,002
Turkey	excess_mortality	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Turkey	vacc_hundred	14,7	17,83	32,05	43,46	NA	57,01	59,13	60,47	NA	61,88	62,08	NA	NA	NA	NA	62,27	62,29	NA	NA
Turks and Caicos Islands	deaths_million	371,78	393,649	393,649	437,388	502,996	502,996	524,866	568,604	743,559	787,298	787,298	787,298	787,298	787,298	787,298	787,298	787,298	787,298	787,298
Turks and Caicos Islands	cases_million	52858,33	53033,285	54323,58	57953,899	62196,562	65170,8	67707,65	71819,096	125246,031	128307,746	129248,13	130407,208	133906,312	136005,774	137842,803	139286,183	139526,746	140598,347	140970,126
Turks and Caicos Islands	icu_million	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Turks and Caicos Islands	rep_rate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Turks and Caicos Islands	excess_mortality	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Turks and Caicos Islands	vacc_hundred	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Uganda	deaths_million	7,661	21,651	56,932	63,747	66,794	68,043	68,911	69,715	74,773	75,937	76,106	76,128	76,233	76,636	76,784	76,784	76,826	76,826	76,826
Uganda	cases_million	997,829	1692,65	1987,89	2537,906	2615,303	2670,309	2699,494	2978,587	3425,194	3456,263	3468,919	3472,708	3478,676	3549,639	3581,619	3585,132	3585,132	3586,761	3592,264
Uganda	icu_million	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Uganda	rep_rate	1,527	1,264	0,757	0,529	0,550	0,861	0,906	1,732	0,797	0,561	0,865	0,601	0,488	0,622	0,827	0,164	0,000	0,005	0,165
Uganda	excess_mortality	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Uganda	vacc_hundred	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ukraine	deaths_million	1324,199	1374,776	1399,334	1435,806	1510,765	1815,361	2298,841	2571,373	2692,073	2843,754	2894,356	2905,691	2909,771	2930,954	2933,448	2936,672	2947,906	2969,164	2982,338
Ukraine	cases_million	56947,095	57934,508	58773,463	60061,946	63808,305	77027,044	90842,911	96903,199	107179,322	127610,767	130918,531	131814,487	132090,495	133168,457	133360,464	134232,466	137979,455	141079,495	142125,872
Ukraine	icu_million	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ukraine	rep_rate	0,795	0,806	1,004	1,132	1,265	1,204	0,968	0,891	1,183	0,967	0,695	0,696	0,873	0,707	0,778	1,146	0,748	0,418	0,669
Ukraine	excess_mortality	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ukraine	vacc_hundred	0,33	1,79	5,1	9,68	14,35	18,82	28,46	34,65	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
United Arab Emirates	deaths_million	177,945	191,82	206,437	216,182	222,113	226,244	227,409	229,21	237,577	243,721	243,827	243,827	244,144	245,309	247,322	247,957	248,381	248,699	248,699
United Arab Emirates	cases_million	60462,626	67037,152	72116,094	76089,344	77955,857	78370,319	78596,563	80703,936	89508,066	93206,243	94405,992	95176,132	96196,56	100178,601	105025,898	107550,382	108832,431	109905,819	110616,22
United Arab Emirates	icu_million	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
United Arab Emirates	rep_rate	0,984	1,039	0,940	0,914	0,753	0,715	0,916	1,785	1,142	0,723	0,800	0,930	1,114	1,339	0,949	0,831	0,909	0,955	0,872
United Arab Emirates	excess_mortality	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
United Arab Emirates	vacc_hundred	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
United Kingdom	deaths_million	2284,675	2291,815	2318,952	2368,101	2433,1	2500,676	2567,319	2627,726	2726,928	2784,431	2849,86	2925,065	2956,497	2977,932	3031,939	3066,201	3087,147	3132,134	3158,486
United Kingdom	cases_million	66470,297	71115,134	86751,893	100573,071	115644,483	134169,334	151517,304	191647,014	256497,792	279765,941	313253,715	326450,709	330335,335	336553,149	345205,9	348424,926	350662,555	354004,824	355481,414
United Kingdom	icu_million	2,903	4,399	13,228	15,02	16,013	14,517	15,316	13,346	13,332	7,436	5,407	5,703	NA	NA	NA	NA	NA	NA	NA
United Kingdom	rep_rate	1,108	1,372	1,168	1,012	1,010	1,038	1,027	1,213	1,060	0,885	1,116	0,796	0,899	1,293	1,013	1,051	0,799	0,991	1,133
United Kingdom	excess_mortality	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
United Kingdom	vacc_hundred	38,12	48,95	56,77	63,56	66,51	67,71	68,73	70,26	71,75	72,6	73,24	73,7	74,07	74,34	74,84	75,14	NA	NA	NA
United States	deaths_million	1745,116	1775,953	1801,964	1885,439	2060,192	2202,159	2304,441	2440,552	2627,998	2809,591	2906,83	2945,252	2977,795	3009,005	3045,82	3093,613	3132,881	3165,014	3194,816
United States	cases_million	98684,342	99854,744	103771,347	116445,076	128697,35	136128,309	143673,974	162299,856	222467,12	234111,285	237188,901	240868,901	249326,719	259223,451	270070,711	279484,074	284906,137	288248,487	292155,258
United States	icu_million	27,222	16,226	35,795	76,618	77,15	56,969	40,04	54,338	78,211	67,014	21,13	5,504	7,565	10,018	14,304	13,908	11,526	8,445	10,308
United States	rep_rate	0,793	0,898	1,425	1,216	0,951	0,906	1,065	1,314	1,128	0,570	0,786	1,156	1,193	1,042	1,062	0,944	0,905	0,957	1,094
United States	excess_mortality	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
United States	vacc_hundred	44,26	49,29	51,54	54,5	57,5	59,41	60,93	63,28	64,74	65,68	66,15	66,61	66,97	67,24	67,52	67,77	68,14	68,56	68,85
Upper middle income	deaths_million	565,286	621,922	677,847	728,787	773,623	808,052	839,809	866,657	894,679	932,634	952,612	960,836	965,468	969,697	975,838	982,347	986,29	989,098	991,002
Upper middle income	cases_million	19461,015	21674,478	24087,688	26566,277	28474,515	30111,691	31560,073	33005,211	39063,845	45174,699	47514,61	48639,741	49282,007	50232,343	52103,223	53627,181	54598,7	54969,481	55555,206
Upper middle income	icu_million	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Upper middle income	rep_rate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Upper middle income	excess_mortality	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Upper middle income	vacc_hundred	3,12	4,62	7,42	46,51	56,66	61,26	65,62	71,58	73,63	74,64	75,67	76,34	76,85	77,26	77,62	77,91	78,14	78,28	78,47
Uruguay	deaths_million	1249,271	1634,044	1742,435	1762,302	1769,022	1775,741	1791,226	1802,62	1892,897	2040,729	2091,565	2104,42	2114,645	2141,816	2162,852	2175,122	2186,809	2196,45	2202,001
Uruguay	cases_million	86041,645	107908,856	111463,552	112461,859	113628,741	115081,062	116774,415	120773,485	195286,251	246132,694	259418,031	262319,753	270473,905	279779,747	283336,489	286070,219	287899,717	289400,829	290369,335
Uruguay	icu_million	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Uruguay	rep_rate	1,011	0,830	0,684	0,849	0,995	1,076	1,096	1,342	1,397	0,893	0,713	0,539	0,564	0,908	1,036	0,897	1,030	1,028	1,114
Uruguay	excess_mortality	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Uruguay	vacc_hundred	30,19	49,09	65,56	73,74	75,58	77,06	77,79	78,27	78,75	80	83,18	83,69	84,04	NA	NA	NA	NA	NA	NA
Uzbekistan	deaths_million	19,926	21,255	25,24	31,247	35,781	38,206	40,488	42,885	45,166	47,217	47,274	47,274	47,274	47,274	47,274	47,274	47,274	47,274	47,274
Uzbekistan	cases_million	2897,54	3196,203	3734,79	4516,449	5021,854	5370,362	5579,588	5744,052	6440,172	6827,059	6865,872	6890,332	6902,808	6952,941	7020,2	7040,646	7052,688	7065,106	7119,167
Uzbekistan	icu_million	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Uzbekistan	rep_rate	0,959	1,114	1,126	1,022	0,899	0,913	0,903	0,948	1,438	0,652	0,608	0,922	0,959	1,475	0,943	0,747	1,112	1,191	1,523
Uzbekistan	excess_mortality	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Uzbekistan	vacc_hundred	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Vatican	deaths_million	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Vatican	cases_million	33415,842	33415,842	33415,842	33415,842	33415,842	33415,842	33415,842	33415,842	35891,089	35891,089	35891,089	35891,089	35891,089	35891,089	35891,089	35891,089	35891,089	35891,089	35891,089
Vatican	icu_million	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Vatican	rep_rate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Vatican	excess_mortality	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Vatican	vacc_hundred	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Venezuela	deaths_million	93,493	110,205	126,883	141,688	157,906	172,816	181,756	188,257	192,462	199,14	200,765	201,719	202,143	202,532	203,627	204,793	205,429	205,641	205,924
Venezuela	cases_million	8273,885	9635,888	10803,803	11813,531	13036,955	14386,097	15239,226	15710,54	17171,195	18201,168	18386,634	18455,605	18502,563	18586,233	18932,997	19168,743	19249,833	19288,559	19341,453
Venezuela	icu_million	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Venezuela	rep_rate	1,027	1,005	0,991	1,034	1,073	1,009	0,956	0,976	1,233	0,890	0,750	0,841	1,041	1,248	1,227	0,956	0,911	1,028	1,175
Venezuela	excess_mortality	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Venezuela	vacc_hundred	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Vietnam	deaths_million	0,479	0,825	13,301	112,683	196,574	224,908	257,183	329,922	384,746	409,953	432,777	438,358	438,745	438,827	438,888	439,132	439,448	439,621	439,723
Vietnam	cases_million	75,692	173,669	1528,31	4706,292	8053,573	9381,317	12609,447	17632,268	23177,512	35070,733	97412,316	108464,711	109173,258	109449,171	109786,915	116224,1	116913,368	117153,003	117285,637
Vietnam	icu_million	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Vietnam	rep_rate	1,662	1,238	1,605	1,154	0,937	0,881	1,242	1,064	1,019	1,378	1,172	0,536	0,505	0,848	1,081	0,537	0,772	0,819	0,909
Vietnam	excess_mortality	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Vietnam	vacc_hundred	NA	NA	0,63	2,78	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Wales	deaths_million	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Wales	cases_million	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Wales	icu_million	1,893	1,262	8,517	13,88	17,035	23,028	23,659	14,196	12,618	5,363	5,994	9,464	6,94	5,678	6,625	5,678	3,785	5,363	5,047
Wales	rep_rate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Wales	excess_mortality	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Wales	vacc_hundred	35,28	52,93	65,06	68,84	70,14	70,8	71,48	NA	74,71	75,27	75,74	76,14	NA	76,62	77,08	77,46	77,58	77,78	NA
World	deaths_million	463,099	498,638	532,485	570,18	603,457	630,718	657,874	685,765	715,715	750,618	774,663	785,557	792,016	797,526	805,186	814,601	821,023	826,685	832,126
World	cases_million	21471,006	22909,531	24874,61	27368,969	29382,82	31020,811	32989,164	36199,81	47545,865	54849,124	61285,444	64446,713	66479,516	68702,603	72419,419	75643,686	77489,519	79093,625	80646,816
World	icu_million	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
World	rep_rate	0,902	0,930	1,092	1,031	0,935	0,980	1,066	1,168	1,240	0,853	0,974	0,816	0,939	1,087	1,101	0,916	0,913	0,970	1,059
World	excess_mortality	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
World	vacc_hundred	5,61	8,11	11,64	26,9	33,41	38,23	42,77	48,76	52,22	54,96	57,28	58,41	59,27	60,17	61,05	61,69	62,12	62,65	63,01
Yemen	deaths_million	39,203	40,39	40,805	43,684	51,073	56,059	57,869	58,878	59,709	63,359	63,597	63,775	63,775	63,775	63,834	63,953	64,012	64,042	64,072
Yemen	cases_million	200,079	205,362	209,546	233,525	269,077	290,563	296,884	300,505	327,006	349,323	350,362	350,718	350,836	350,896	352,469	353,923	354,19	354,309	354,487
Yemen	icu_million	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Yemen	rep_rate	0,769	0,823	1,149	1,337	1,037	0,860	0,809	0,974	1,153	0,718	0,537	0,424	0,067	0,015	0,066	0,262	0,186	0,059	0,035
Yemen	excess_mortality	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Yemen	vacc_hundred	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Zambia	deaths_million	63,993	109,853	169,3	179,941	182,239	182,888	183,188	186,535	195,677	197,426	198,125	198,625	199,174	200,123	200,573	200,623	200,673	200,673	200,773
Zambia	cases_million	4758,945	7740,561	9782,157	10307,244	10443,074	10477,443	10499,174	12702,477	15238,886	15623,696	15828,516	15965,594	16074,748	16278,468	16459,608	16626,411	16661,829	16669,323	16672,57
Zambia	icu_million	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Zambia	rep_rate	1,315	1,491	0,825	0,725	0,695	0,775	1,102	2,068	0,871	0,740	0,871	1,081	1,160	1,202	0,656	0,698	0,766	0,315	0,092
Zambia	excess_mortality	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Zambia	vacc_hundred	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Zimbabwe	deaths_million	97,668	109,616	216,414	270,763	283,263	286,633	288,41	306,608	327,073	330,565	333,567	335,099	337,182	340,369	341,717	342,881	343,248	343,494	344,351
Zimbabwe	cases_million	2387,237	3055,291	6670,123	7645,152	8015,667	8147,831	8248,808	13066,848	14072,207	14483,59	15090,556	15187,918	15465,053	15660,39	15708,917	15730,24	15775,521	15801,745	15879,623
Zimbabwe	icu_million	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Zimbabwe	rep_rate	1,059	1,744	1,226	0,661	0,924	0,740	1,372	1,543	0,635	1,083	0,909	0,785	1,308	0,844	0,786	0,968	1,298	0,586	0,036
Zimbabwe	excess_mortality	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
